File Name:	C:\TAData\2018-11-22 09-12.tad
54.47	-0.55
54.54	-0.55
54.60	-0.55
54.66	-0.55
54.72	-0.55
54.79	-0.55
54.85	-0.55
54.92	-0.55
54.98	-0.55
55.04	-0.55
55.10	-0.55
55.17	-0.55
55.23	-0.55
55.30	-0.55
55.37	-0.55
55.43	-0.55
55.49	-0.55
55.55	-0.55
55.62	-0.55
55.67	-0.55
55.75	-0.56
55.81	-0.56
55.87	-0.56
55.94	-0.56
56.00	-0.56
56.07	-0.56
56.13	-0.56
56.19	-0.56
56.25	-0.56
56.32	-0.56
56.38	-0.56
56.45	-0.56
56.50	-0.56
56.57	-0.56
56.63	-0.56
56.70	-0.56
56.77	-0.56
56.82	-0.56
56.89	-0.56
56.95	-0.56
57.02	-0.56
57.08	-0.56
57.15	-0.56
57.22	-0.56
57.27	-0.56
57.33	-0.56
57.39	-0.57
57.46	-0.56
57.53	-0.56
57.59	-0.56
57.65	-0.57
57.71	-0.57
57.78	-0.57
57.84	-0.57
57.91	-0.57
57.97	-0.57
58.03	-0.57
58.09	-0.57
58.16	-0.57
58.22	-0.57
58.28	-0.57
58.35	-0.57
58.41	-0.57
58.47	-0.57
58.55	-0.57
58.61	-0.57
58.66	-0.57
58.73	-0.57
58.80	-0.57
58.87	-0.57
58.92	-0.57
58.98	-0.57
59.04	-0.57
59.11	-0.57
59.18	-0.57
59.24	-0.57
59.30	-0.57
59.36	-0.57
59.42	-0.58
59.49	-0.58
59.56	-0.58
59.61	-0.58
59.68	-0.58
59.74	-0.58
59.81	-0.58
59.88	-0.58
59.93	-0.58
60.00	-0.58
60.06	-0.58
60.13	-0.58
60.19	-0.58
60.26	-0.58
60.32	-0.58
60.38	-0.58
60.44	-0.58
60.51	-0.58
60.57	-0.58
60.63	-0.58
60.69	-0.58
60.76	-0.58
60.82	-0.58
60.89	-0.58
60.95	-0.58
61.01	-0.58
61.07	-0.59
61.13	-0.59
61.20	-0.59
61.26	-0.59
61.32	-0.59
61.39	-0.59
61.45	-0.59
61.51	-0.59
61.58	-0.59
61.65	-0.59
61.71	-0.59
61.77	-0.59
61.83	-0.59
61.90	-0.59
61.97	-0.59
62.02	-0.59
62.09	-0.59
62.15	-0.59
62.21	-0.59
62.27	-0.59
62.34	-0.59
62.41	-0.59
62.47	-0.59
62.53	-0.59
62.59	-0.59
62.66	-0.59
62.72	-0.59
62.78	-0.60
62.84	-0.60
62.91	-0.60
62.98	-0.60
63.04	-0.60
63.10	-0.60
63.16	-0.60
63.23	-0.60
63.29	-0.60
63.35	-0.60
63.42	-0.60
63.48	-0.60
63.54	-0.60
63.60	-0.60
63.67	-0.60
63.73	-0.60
63.80	-0.60
63.86	-0.60
63.92	-0.60
63.98	-0.60
64.05	-0.60
64.11	-0.60
64.18	-0.60
64.24	-0.60
64.30	-0.60
64.36	-0.61
64.43	-0.61
64.49	-0.61
64.55	-0.61
64.62	-0.61
64.68	-0.61
64.74	-0.61
64.81	-0.61
64.87	-0.61
64.93	-0.61
65.00	-0.61
65.06	-0.61
65.12	-0.61
65.19	-0.61
65.25	-0.61
65.32	-0.61
65.38	-0.61
65.45	-0.61
65.51	-0.61
65.57	-0.61
65.63	-0.61
65.69	-0.61
65.76	-0.61
65.82	-0.61
65.88	-0.61
65.94	-0.61
66.01	-0.61
66.07	-0.61
66.13	-0.61
66.20	-0.62
66.26	-0.62
66.33	-0.62
66.39	-0.62
66.45	-0.62
66.51	-0.62
66.58	-0.62
66.64	-0.62
66.70	-0.62
66.77	-0.62
66.83	-0.62
66.89	-0.62
66.96	-0.62
67.02	-0.62
67.08	-0.62
67.15	-0.63
67.21	-0.63
67.27	-0.63
67.34	-0.63
67.41	-0.63
67.47	-0.63
67.53	-0.63
67.60	-0.63
67.66	-0.63
67.72	-0.63
67.78	-0.63
67.85	-0.63
67.91	-0.63
67.97	-0.63
68.04	-0.63
68.10	-0.63
68.16	-0.63
68.23	-0.63
68.30	-0.63
68.35	-0.63
68.42	-0.63
68.48	-0.63
68.54	-0.63
68.60	-0.63
68.67	-0.63
68.73	-0.63
68.80	-0.63
68.86	-0.63
68.92	-0.63
68.99	-0.63
69.05	-0.64
69.12	-0.64
69.18	-0.64
69.24	-0.64
69.30	-0.64
69.37	-0.64
69.43	-0.64
69.49	-0.64
69.56	-0.64
69.62	-0.64
69.68	-0.64
69.74	-0.64
69.81	-0.64
69.88	-0.64
69.94	-0.64
70.01	-0.64
70.07	-0.64
70.13	-0.64
70.19	-0.64
70.26	-0.64
70.32	-0.64
70.39	-0.64
70.44	-0.64
70.51	-0.65
70.56	-0.65
70.63	-0.65
70.69	-0.65
70.76	-0.65
70.82	-0.65
70.88	-0.65
70.95	-0.65
71.01	-0.65
71.08	-0.65
71.14	-0.65
71.20	-0.65
71.26	-0.65
71.33	-0.65
71.39	-0.65
71.46	-0.65
71.52	-0.65
71.58	-0.65
71.65	-0.65
71.71	-0.65
71.77	-0.65
71.83	-0.65
71.90	-0.65
71.96	-0.65
72.03	-0.65
72.10	-0.65
72.15	-0.66
72.21	-0.66
72.28	-0.66
72.35	-0.66
72.40	-0.66
72.47	-0.66
72.53	-0.66
72.60	-0.66
72.66	-0.66
72.72	-0.66
72.79	-0.66
72.85	-0.66
72.92	-0.66
72.98	-0.66
73.04	-0.66
73.11	-0.66
73.17	-0.66
73.24	-0.66
73.30	-0.66
73.36	-0.66
73.42	-0.66
73.49	-0.66
73.55	-0.66
73.61	-0.66
73.68	-0.66
73.74	-0.66
73.80	-0.66
73.86	-0.66
73.93	-0.67
74.00	-0.67
74.06	-0.67
74.12	-0.67
74.18	-0.67
74.24	-0.67
74.31	-0.67
74.37	-0.67
74.43	-0.67
74.50	-0.67
74.57	-0.67
74.63	-0.67
74.69	-0.67
74.75	-0.67
74.81	-0.67
74.88	-0.67
74.94	-0.67
75.01	-0.67
75.07	-0.67
75.13	-0.67
75.19	-0.67
75.26	-0.67
75.32	-0.67
75.38	-0.67
75.45	-0.67
75.51	-0.67
75.58	-0.67
75.63	-0.67
75.70	-0.67
75.76	-0.68
75.83	-0.68
75.89	-0.68
75.96	-0.68
76.02	-0.68
76.08	-0.68
76.14	-0.68
76.22	-0.68
76.28	-0.68
76.34	-0.68
76.40	-0.68
76.47	-0.68
76.53	-0.68
76.59	-0.68
76.65	-0.68
76.72	-0.68
76.78	-0.68
76.85	-0.68
76.90	-0.68
76.96	-0.68
77.03	-0.68
77.09	-0.68
77.15	-0.68
77.22	-0.68
77.28	-0.68
77.35	-0.68
77.41	-0.68
77.47	-0.68
77.54	-0.68
77.60	-0.68
77.66	-0.69
77.72	-0.69
77.79	-0.69
77.85	-0.69
77.91	-0.69
77.98	-0.69
78.04	-0.69
78.11	-0.69
78.17	-0.69
78.24	-0.69
78.30	-0.69
78.36	-0.69
78.43	-0.69
78.49	-0.69
78.55	-0.69
78.61	-0.69
78.68	-0.69
78.75	-0.69
78.81	-0.69
78.86	-0.69
78.94	-0.69
79.00	-0.69
79.06	-0.69
79.12	-0.69
79.18	-0.69
79.24	-0.69
79.31	-0.69
79.37	-0.69
79.43	-0.69
79.50	-0.69
79.56	-0.70
79.63	-0.70
79.68	-0.70
79.75	-0.70
79.81	-0.70
79.88	-0.70
79.94	-0.70
80.01	-0.70
80.07	-0.70
80.14	-0.70
80.20	-0.70
80.26	-0.70
80.32	-0.70
80.39	-0.70
80.45	-0.70
80.51	-0.70
80.58	-0.70
80.64	-0.70
80.70	-0.70
80.77	-0.70
80.83	-0.70
80.89	-0.70
80.95	-0.70
81.02	-0.70
81.08	-0.70
81.14	-0.70
81.21	-0.70
81.27	-0.71
81.34	-0.71
81.40	-0.71
81.46	-0.71
81.53	-0.71
81.59	-0.71
81.65	-0.71
81.71	-0.71
81.78	-0.71
81.84	-0.71
81.91	-0.71
81.97	-0.71
82.04	-0.71
82.09	-0.71
82.16	-0.71
82.22	-0.71
82.29	-0.71
82.35	-0.71
82.42	-0.71
82.48	-0.71
82.54	-0.71
82.61	-0.71
82.67	-0.71
82.73	-0.71
82.80	-0.71
82.86	-0.71
82.92	-0.72
83.00	-0.72
83.05	-0.72
83.11	-0.72
83.18	-0.72
83.24	-0.72
83.31	-0.72
83.36	-0.72
83.43	-0.72
83.49	-0.72
83.56	-0.72
83.62	-0.72
83.68	-0.72
83.74	-0.72
83.80	-0.72
83.87	-0.72
83.93	-0.72
84.00	-0.72
84.06	-0.72
84.13	-0.72
84.19	-0.72
84.25	-0.72
84.32	-0.72
84.38	-0.72
84.45	-0.72
84.50	-0.72
84.57	-0.72
84.63	-0.72
84.70	-0.72
84.75	-0.72
84.82	-0.73
84.88	-0.72
84.95	-0.72
85.01	-0.73
85.07	-0.73
85.14	-0.73
85.19	-0.73
85.26	-0.73
85.32	-0.73
85.39	-0.73
85.45	-0.73
85.51	-0.73
85.57	-0.73
85.63	-0.73
85.70	-0.73
85.76	-0.73
85.83	-0.73
85.89	-0.73
85.95	-0.73
86.02	-0.73
86.08	-0.73
86.15	-0.73
86.21	-0.73
86.27	-0.73
86.33	-0.73
86.40	-0.73
86.46	-0.73
86.52	-0.73
86.58	-0.73
86.64	-0.73
86.70	-0.73
86.77	-0.73
86.84	-0.73
86.89	-0.73
86.97	-0.73
87.03	-0.74
87.10	-0.74
87.16	-0.74
87.22	-0.74
87.28	-0.74
87.35	-0.74
87.41	-0.74
87.47	-0.74
87.53	-0.74
87.60	-0.74
87.66	-0.74
87.73	-0.74
87.79	-0.74
87.85	-0.74
87.91	-0.74
87.97	-0.74
88.04	-0.74
88.10	-0.74
88.16	-0.74
88.24	-0.74
88.29	-0.74
88.35	-0.74
88.42	-0.74
88.48	-0.74
88.55	-0.74
88.61	-0.74
88.67	-0.74
88.74	-0.74
88.80	-0.74
88.86	-0.74
88.92	-0.74
88.99	-0.74
89.05	-0.74
89.11	-0.75
89.18	-0.75
89.24	-0.75
89.30	-0.75
89.37	-0.75
89.43	-0.75
89.50	-0.75
89.56	-0.75
89.63	-0.75
89.69	-0.75
89.75	-0.75
89.81	-0.75
89.87	-0.75
89.93	-0.75
90.00	-0.75
90.07	-0.75
90.13	-0.75
90.19	-0.75
90.25	-0.75
90.32	-0.75
90.38	-0.75
90.45	-0.75
90.50	-0.75
90.58	-0.75
90.64	-0.75
90.70	-0.75
90.76	-0.75
90.82	-0.75
90.89	-0.75
90.95	-0.75
91.02	-0.75
91.08	-0.76
91.14	-0.76
91.21	-0.76
91.27	-0.76
91.33	-0.76
91.40	-0.76
91.45	-0.76
91.52	-0.76
91.59	-0.76
91.66	-0.76
91.72	-0.76
91.78	-0.76
91.85	-0.76
91.90	-0.76
91.97	-0.76
92.03	-0.76
92.09	-0.76
92.15	-0.76
92.21	-0.76
92.28	-0.76
92.35	-0.76
92.42	-0.76
92.48	-0.76
92.54	-0.76
92.60	-0.76
92.66	-0.76
92.73	-0.76
92.79	-0.76
92.85	-0.76
92.91	-0.76
92.98	-0.76
93.04	-0.76
93.11	-0.76
93.17	-0.76
93.24	-0.76
93.30	-0.76
93.36	-0.76
93.42	-0.76
93.48	-0.76
93.54	-0.76
93.61	-0.76
93.67	-0.76
93.73	-0.76
93.80	-0.76
93.86	-0.76
93.93	-0.77
93.99	-0.77
94.05	-0.77
94.11	-0.77
94.18	-0.77
94.24	-0.77
94.31	-0.77
94.37	-0.77
94.43	-0.77
94.49	-0.77
94.56	-0.77
94.62	-0.77
94.68	-0.77
94.74	-0.77
94.81	-0.77
94.87	-0.77
94.93	-0.77
95.00	-0.77
95.06	-0.77
95.13	-0.77
95.19	-0.77
95.25	-0.77
95.32	-0.77
95.38	-0.77
95.44	-0.77
95.51	-0.77
95.57	-0.77
95.63	-0.77
95.69	-0.77
95.76	-0.77
95.82	-0.77
95.88	-0.77
95.94	-0.77
96.00	-0.77
96.07	-0.77
96.13	-0.77
96.20	-0.77
96.26	-0.77
96.32	-0.77
96.39	-0.77
96.45	-0.77
96.51	-0.77
96.57	-0.77
96.64	-0.77
96.70	-0.77
96.77	-0.77
96.83	-0.77
96.90	-0.78
96.95	-0.78
97.02	-0.78
97.08	-0.78
97.14	-0.78
97.20	-0.78
97.27	-0.78
97.33	-0.78
97.39	-0.78
97.46	-0.78
97.52	-0.78
97.58	-0.78
97.65	-0.78
97.71	-0.78
97.77	-0.78
97.83	-0.78
97.89	-0.78
97.96	-0.78
98.02	-0.78
98.09	-0.78
98.16	-0.78
98.22	-0.78
98.28	-0.78
98.34	-0.78
98.40	-0.78
98.47	-0.78
98.53	-0.78
98.59	-0.78
98.66	-0.78
98.72	-0.78
98.78	-0.78
98.85	-0.78
98.90	-0.78
98.97	-0.78
99.03	-0.78
99.10	-0.79
99.16	-0.79
99.23	-0.79
99.29	-0.79
99.35	-0.79
99.42	-0.79
99.48	-0.79
99.54	-0.79
99.61	-0.79
99.67	-0.79
99.73	-0.79
99.79	-0.79
99.86	-0.79
99.92	-0.79
99.99	-0.79
100.05	-0.79
100.12	-0.79
100.17	-0.79
100.24	-0.79
100.30	-0.79
100.37	-0.79
100.43	-0.79
100.49	-0.79
100.55	-0.79
100.62	-0.79
100.69	-0.79
100.74	-0.79
100.81	-0.79
100.87	-0.79
100.93	-0.79
101.00	-0.79
101.06	-0.79
101.13	-0.79
101.19	-0.79
101.25	-0.79
101.31	-0.80
101.38	-0.80
101.44	-0.80
101.51	-0.80
101.57	-0.80
101.63	-0.80
101.69	-0.80
101.76	-0.80
101.83	-0.80
101.88	-0.80
101.95	-0.80
102.01	-0.80
102.07	-0.80
102.14	-0.80
102.20	-0.80
102.26	-0.80
102.32	-0.80
102.39	-0.80
102.46	-0.80
102.52	-0.80
102.58	-0.80
102.64	-0.80
102.70	-0.80
102.77	-0.80
102.83	-0.80
102.90	-0.80
102.96	-0.80
103.03	-0.80
103.08	-0.80
103.14	-0.80
103.21	-0.80
103.27	-0.80
103.34	-0.80
103.39	-0.80
103.46	-0.80
103.52	-0.80
103.59	-0.80
103.65	-0.80
103.72	-0.80
103.78	-0.80
103.84	-0.80
103.90	-0.81
103.96	-0.81
104.03	-0.81
104.09	-0.81
104.15	-0.81
104.21	-0.80
104.28	-0.81
104.34	-0.81
104.40	-0.81
104.47	-0.81
104.53	-0.81
104.59	-0.81
104.65	-0.81
104.71	-0.81
104.78	-0.81
104.85	-0.81
104.91	-0.81
104.97	-0.81
105.04	-0.81
105.10	-0.81
105.16	-0.81
105.22	-0.81
105.28	-0.81
105.35	-0.81
105.42	-0.81
105.48	-0.81
105.54	-0.81
105.60	-0.81
105.66	-0.81
105.73	-0.81
105.79	-0.81
105.85	-0.81
105.91	-0.81
105.98	-0.81
106.04	-0.81
106.10	-0.81
106.16	-0.81
106.23	-0.81
106.29	-0.81
106.35	-0.82
106.42	-0.82
106.48	-0.82
106.54	-0.82
106.60	-0.81
106.67	-0.81
106.73	-0.82
106.79	-0.82
106.86	-0.81
106.92	-0.82
106.98	-0.82
107.05	-0.82
107.11	-0.82
107.17	-0.82
107.24	-0.82
107.31	-0.82
107.37	-0.82
107.43	-0.82
107.49	-0.82
107.55	-0.82
107.61	-0.82
107.67	-0.82
107.73	-0.82
107.80	-0.82
107.87	-0.82
107.93	-0.82
107.99	-0.82
108.05	-0.82
108.11	-0.82
108.18	-0.82
108.24	-0.82
108.30	-0.82
108.37	-0.82
108.43	-0.82
108.50	-0.82
108.56	-0.82
108.62	-0.82
108.68	-0.82
108.75	-0.82
108.81	-0.82
108.87	-0.82
108.94	-0.82
109.00	-0.83
109.06	-0.83
109.12	-0.83
109.19	-0.82
109.26	-0.83
109.32	-0.83
109.38	-0.83
109.44	-0.83
109.51	-0.83
109.57	-0.83
109.63	-0.83
109.69	-0.83
109.76	-0.83
109.82	-0.83
109.89	-0.83
109.95	-0.83
110.02	-0.83
110.08	-0.83
110.14	-0.83
110.20	-0.83
110.26	-0.83
110.33	-0.83
110.39	-0.83
110.46	-0.83
110.52	-0.83
110.58	-0.83
110.64	-0.83
110.71	-0.83
110.77	-0.83
110.83	-0.83
110.89	-0.83
110.95	-0.83
111.01	-0.83
111.08	-0.83
111.14	-0.83
111.21	-0.83
111.27	-0.83
111.33	-0.83
111.40	-0.83
111.47	-0.83
111.53	-0.83
111.59	-0.83
111.65	-0.83
111.72	-0.83
111.78	-0.83
111.84	-0.83
111.90	-0.83
111.97	-0.84
112.03	-0.84
112.09	-0.84
112.16	-0.84
112.22	-0.84
112.28	-0.84
112.34	-0.84
112.41	-0.84
112.47	-0.84
112.54	-0.84
112.60	-0.84
112.66	-0.84
112.72	-0.84
112.78	-0.84
112.85	-0.84
112.92	-0.84
112.98	-0.84
113.04	-0.84
113.11	-0.84
113.16	-0.84
113.23	-0.84
113.29	-0.84
113.35	-0.84
113.41	-0.84
113.48	-0.84
113.54	-0.84
113.60	-0.84
113.67	-0.84
113.73	-0.84
113.79	-0.84
113.86	-0.84
113.92	-0.84
113.98	-0.84
114.04	-0.84
114.11	-0.84
114.17	-0.84
114.23	-0.84
114.29	-0.84
114.36	-0.84
114.42	-0.84
114.48	-0.84
114.54	-0.84
114.61	-0.84
114.67	-0.84
114.73	-0.84
114.80	-0.84
114.86	-0.84
114.92	-0.84
114.99	-0.85
115.05	-0.85
115.10	-0.85
115.18	-0.85
115.24	-0.85
115.30	-0.85
115.36	-0.85
115.42	-0.85
115.49	-0.85
115.55	-0.85
115.61	-0.85
115.68	-0.85
115.74	-0.85
115.80	-0.85
115.83	-0.85
115.90	-0.85
115.96	-0.85
116.02	-0.85
116.08	-0.85
116.15	-0.85
116.21	-0.85
116.28	-0.85
116.34	-0.85
116.40	-0.85
116.46	-0.85
116.53	-0.85
116.59	-0.85
116.65	-0.85
116.72	-0.85
116.78	-0.85
116.84	-0.85
116.90	-0.85
116.97	-0.85
117.03	-0.85
117.09	-0.85
117.16	-0.85
117.22	-0.85
117.28	-0.85
117.35	-0.85
117.41	-0.85
117.46	-0.85
117.53	-0.85
117.59	-0.85
117.66	-0.85
117.72	-0.85
117.78	-0.85
117.84	-0.85
117.91	-0.85
117.97	-0.85
118.03	-0.85
118.09	-0.86
118.16	-0.86
118.22	-0.86
118.28	-0.85
118.35	-0.86
118.41	-0.86
118.47	-0.86
118.53	-0.86
118.60	-0.86
118.66	-0.86
118.72	-0.86
118.79	-0.86
118.85	-0.86
118.91	-0.86
118.97	-0.86
119.04	-0.86
119.10	-0.86
119.17	-0.86
119.22	-0.86
119.29	-0.86
119.35	-0.86
119.41	-0.86
119.47	-0.86
119.54	-0.86
119.61	-0.86
119.67	-0.86
119.73	-0.86
119.79	-0.86
119.86	-0.86
119.92	-0.86
119.99	-0.86
120.05	-0.86
120.11	-0.86
120.18	-0.86
120.23	-0.86
120.31	-0.86
120.37	-0.86
120.43	-0.86
120.49	-0.86
120.56	-0.86
120.62	-0.86
120.68	-0.86
120.74	-0.86
120.80	-0.86
120.87	-0.86
120.93	-0.87
121.00	-0.87
121.05	-0.87
121.12	-0.87
121.19	-0.86
121.25	-0.86
121.31	-0.86
121.38	-0.86
121.44	-0.86
121.50	-0.86
121.57	-0.86
121.63	-0.86
121.69	-0.87
121.75	-0.87
121.82	-0.87
121.88	-0.87
121.94	-0.87
122.01	-0.87
122.07	-0.87
122.13	-0.87
122.20	-0.87
122.26	-0.87
122.32	-0.87
122.39	-0.87
122.45	-0.87
122.52	-0.87
122.58	-0.87
122.64	-0.87
122.71	-0.87
122.77	-0.87
122.83	-0.87
122.89	-0.87
122.95	-0.87
123.02	-0.87
123.08	-0.87
123.14	-0.87
123.21	-0.87
123.27	-0.87
123.33	-0.87
123.40	-0.87
123.46	-0.87
123.52	-0.87
123.58	-0.87
123.65	-0.87
123.71	-0.87
123.77	-0.87
123.83	-0.87
123.89	-0.87
123.96	-0.87
124.03	-0.87
124.09	-0.87
124.15	-0.87
124.21	-0.87
124.28	-0.87
124.34	-0.87
124.40	-0.87
124.47	-0.87
124.53	-0.87
124.59	-0.87
124.66	-0.87
124.72	-0.87
124.79	-0.87
124.85	-0.87
124.91	-0.87
124.97	-0.87
125.04	-0.87
125.10	-0.87
125.16	-0.87
125.22	-0.87
125.29	-0.87
125.35	-0.87
125.41	-0.87
125.48	-0.87
125.54	-0.88
125.60	-0.88
125.66	-0.88
125.73	-0.88
125.79	-0.88
125.86	-0.88
125.92	-0.88
125.98	-0.88
126.04	-0.88
126.10	-0.88
126.17	-0.88
126.23	-0.88
126.29	-0.88
126.35	-0.88
126.42	-0.88
126.48	-0.88
126.54	-0.88
126.61	-0.88
126.67	-0.88
126.74	-0.88
126.79	-0.88
126.86	-0.88
126.93	-0.88
126.99	-0.88
127.05	-0.88
127.12	-0.88
127.18	-0.88
127.24	-0.88
127.30	-0.88
127.37	-0.88
127.43	-0.88
127.49	-0.88
127.55	-0.88
127.62	-0.88
127.68	-0.88
127.74	-0.88
127.80	-0.88
127.87	-0.88
127.93	-0.88
127.99	-0.88
128.06	-0.88
128.12	-0.88
128.18	-0.88
128.25	-0.88
128.31	-0.88
128.38	-0.88
128.43	-0.88
128.50	-0.88
128.56	-0.88
128.63	-0.88
128.69	-0.88
128.75	-0.88
128.82	-0.88
128.88	-0.88
128.94	-0.88
129.00	-0.88
129.07	-0.88
129.13	-0.88
129.19	-0.88
129.26	-0.88
129.32	-0.88
129.38	-0.88
129.44	-0.89
129.51	-0.88
129.57	-0.89
129.63	-0.89
129.70	-0.89
129.76	-0.89
129.82	-0.89
129.88	-0.89
129.95	-0.89
130.01	-0.89
130.08	-0.89
130.14	-0.89
130.20	-0.89
130.27	-0.89
130.33	-0.89
130.40	-0.89
130.46	-0.89
130.52	-0.89
130.58	-0.89
130.65	-0.89
130.71	-0.89
130.77	-0.89
130.83	-0.89
130.90	-0.89
130.96	-0.89
131.02	-0.89
131.09	-0.89
131.15	-0.89
131.22	-0.89
131.27	-0.89
131.34	-0.89
131.41	-0.89
131.47	-0.89
131.53	-0.89
131.60	-0.89
131.66	-0.89
131.72	-0.89
131.79	-0.89
131.85	-0.89
131.92	-0.89
131.97	-0.89
132.04	-0.89
132.10	-0.89
132.17	-0.89
132.23	-0.89
132.29	-0.89
132.35	-0.89
132.42	-0.89
132.48	-0.89
132.54	-0.89
132.61	-0.89
132.67	-0.89
132.74	-0.89
132.80	-0.89
132.86	-0.90
132.92	-0.90
132.99	-0.90
133.05	-0.90
